2024-08-20 10:21:41,779 | INFO  | Using Persistence Adapter: KahaDBPersistenceAdapter[/media/sf_Own_UCI/apache-activemq-5.18.5-bin/apache-activemq-5.18.5/data/kahadb] | org.apache.activemq.broker.BrokerService | main
2024-08-20 10:21:41,795 | INFO  | Starting Persistence Adapter: KahaDBPersistenceAdapter[/media/sf_Own_UCI/apache-activemq-5.18.5-bin/apache-activemq-5.18.5/data/kahadb] | org.apache.activemq.broker.BrokerService | main
2024-08-20 10:21:41,834 | INFO  | Starting KahaDBStore | org.apache.activemq.store.kahadb.KahaDBStore | main
2024-08-20 10:21:41,835 | INFO  | Opening MessageDatabase | org.apache.activemq.store.kahadb.MessageDatabase | main
2024-08-20 10:21:42,394 | INFO  | Starting Temp Data Store | org.apache.activemq.broker.BrokerService | main
2024-08-20 10:21:42,396 | INFO  | PListStore:[/media/sf_Own_UCI/apache-activemq-5.18.5-bin/apache-activemq-5.18.5/data/localhost/tmp_storage] started | org.apache.activemq.store.kahadb.plist.PListStoreImpl | main
2024-08-20 10:21:42,397 | INFO  | Starting Job Scheduler Store | org.apache.activemq.broker.BrokerService | main
2024-08-20 10:21:42,399 | INFO  | Persistence Adapter successfully started | org.apache.activemq.broker.BrokerService | main
2024-08-20 10:21:42,610 | INFO  | Apache ActiveMQ 5.18.5 (localhost, ID:s-VirtualBox-37313-1724167302433-0:1) is starting | org.apache.activemq.broker.BrokerService | main
2024-08-20 10:21:42,674 | INFO  | Listening for connections at: tcp://s-VirtualBox:61616?maximumConnections=1000&wireFormat.maxFrameSize=104857600 | org.apache.activemq.transport.TransportServerThreadSupport | main
2024-08-20 10:21:42,676 | INFO  | Connector openwire started | org.apache.activemq.broker.TransportConnector | main
2024-08-20 10:21:42,686 | INFO  | Listening for connections at: amqp://s-VirtualBox:5672?maximumConnections=1000&wireFormat.maxFrameSize=104857600 | org.apache.activemq.transport.TransportServerThreadSupport | main
2024-08-20 10:21:42,698 | INFO  | Connector amqp started | org.apache.activemq.broker.TransportConnector | main
2024-08-20 10:21:42,710 | INFO  | Listening for connections at: stomp://s-VirtualBox:61613?maximumConnections=1000&wireFormat.maxFrameSize=104857600 | org.apache.activemq.transport.TransportServerThreadSupport | main
2024-08-20 10:21:42,714 | INFO  | Connector stomp started | org.apache.activemq.broker.TransportConnector | main
2024-08-20 10:21:42,737 | INFO  | Listening for connections at: mqtt://s-VirtualBox:1883?maximumConnections=1000&wireFormat.maxFrameSize=104857600 | org.apache.activemq.transport.TransportServerThreadSupport | main
2024-08-20 10:21:42,738 | INFO  | Connector mqtt started | org.apache.activemq.broker.TransportConnector | main
2024-08-20 10:21:42,750 | INFO  | Starting Jetty server | org.apache.activemq.transport.WebTransportServerSupport | main
2024-08-20 10:21:42,854 | INFO  | Creating Jetty connector | org.apache.activemq.transport.WebTransportServerSupport | main
2024-08-20 10:21:43,017 | WARN  | ServletContext@o.e.j.s.ServletContextHandler@43045f9f{/,null,STARTING} has uncovered http methods for path: / | org.eclipse.jetty.security.SecurityHandler | main
2024-08-20 10:21:43,164 | INFO  | Listening for connections at ws://s-VirtualBox:61614?maximumConnections=1000&wireFormat.maxFrameSize=104857600 | org.apache.activemq.transport.ws.WSTransportServer | main
2024-08-20 10:21:43,165 | INFO  | Connector ws started | org.apache.activemq.broker.TransportConnector | main
2024-08-20 10:21:43,165 | INFO  | Apache ActiveMQ 5.18.5 (localhost, ID:s-VirtualBox-37313-1724167302433-0:1) started | org.apache.activemq.broker.BrokerService | main
2024-08-20 10:21:43,166 | INFO  | For help or more information please see: http://activemq.apache.org | org.apache.activemq.broker.BrokerService | main
2024-08-20 10:21:44,553 | INFO  | ActiveMQ WebConsole available at http://127.0.0.1:8161/ | org.apache.activemq.web.WebConsoleStarter | main
2024-08-20 10:21:44,553 | INFO  | ActiveMQ Jolokia REST API available at http://127.0.0.1:8161/api/jolokia/ | org.apache.activemq.web.WebConsoleStarter | main
2024-08-20 10:25:38,773 | INFO  | Apache ActiveMQ 5.18.5 (localhost, ID:s-VirtualBox-37313-1724167302433-0:1) is shutting down | org.apache.activemq.broker.BrokerService | ActiveMQ ShutdownHook
2024-08-20 10:25:38,782 | INFO  | Connector openwire stopped | org.apache.activemq.broker.TransportConnector | ActiveMQ ShutdownHook
2024-08-20 10:25:38,787 | INFO  | socketQueue interrupted - stopping | org.apache.activemq.transport.tcp.TcpTransportServer | ActiveMQ Transport Server Thread Handler: tcp://0.0.0.0:61616?maximumConnections=1000&wireFormat.maxFrameSize=104857600
2024-08-20 10:25:38,788 | INFO  | Could not accept connection during shutdown  : null (null) | org.apache.activemq.broker.TransportConnector | ActiveMQ Transport Server Thread Handler: tcp://0.0.0.0:61616?maximumConnections=1000&wireFormat.maxFrameSize=104857600
2024-08-20 10:25:38,788 | INFO  | Connector amqp stopped | org.apache.activemq.broker.TransportConnector | ActiveMQ ShutdownHook
2024-08-20 10:25:38,789 | INFO  | Connector stomp stopped | org.apache.activemq.broker.TransportConnector | ActiveMQ ShutdownHook
2024-08-20 10:25:38,806 | INFO  | Connector mqtt stopped | org.apache.activemq.broker.TransportConnector | ActiveMQ ShutdownHook
2024-08-20 10:25:38,853 | INFO  | Connector ws stopped | org.apache.activemq.broker.TransportConnector | ActiveMQ ShutdownHook
2024-08-20 10:25:38,862 | INFO  | PListStore:[/media/sf_Own_UCI/apache-activemq-5.18.5-bin/apache-activemq-5.18.5/data/localhost/tmp_storage] stopped | org.apache.activemq.store.kahadb.plist.PListStoreImpl | ActiveMQ ShutdownHook
2024-08-20 10:25:38,862 | INFO  | Stopping async queue tasks | org.apache.activemq.store.kahadb.KahaDBStore | ActiveMQ ShutdownHook
2024-08-20 10:25:38,863 | INFO  | Stopping async topic tasks | org.apache.activemq.store.kahadb.KahaDBStore | ActiveMQ ShutdownHook
2024-08-20 10:25:38,866 | INFO  | Stopped KahaDB | org.apache.activemq.store.kahadb.KahaDBStore | ActiveMQ ShutdownHook
2024-08-20 10:25:38,893 | INFO  | Apache ActiveMQ 5.18.5 (localhost, ID:s-VirtualBox-37313-1724167302433-0:1) uptime 3 minutes | org.apache.activemq.broker.BrokerService | ActiveMQ ShutdownHook
2024-08-20 10:25:38,894 | INFO  | Apache ActiveMQ 5.18.5 (localhost, ID:s-VirtualBox-37313-1724167302433-0:1) is shutdown | org.apache.activemq.broker.BrokerService | ActiveMQ ShutdownHook
2024-08-20 10:27:53,750 | INFO  | Using Persistence Adapter: KahaDBPersistenceAdapter[/media/sf_Own_UCI/apache-activemq-5.18.5-bin/apache-activemq-5.18.5/data/kahadb] | org.apache.activemq.broker.BrokerService | main
2024-08-20 10:27:53,800 | INFO  | Starting Persistence Adapter: KahaDBPersistenceAdapter[/media/sf_Own_UCI/apache-activemq-5.18.5-bin/apache-activemq-5.18.5/data/kahadb] | org.apache.activemq.broker.BrokerService | main
2024-08-20 10:27:53,851 | INFO  | Starting KahaDBStore | org.apache.activemq.store.kahadb.KahaDBStore | main
2024-08-20 10:27:53,852 | INFO  | Opening MessageDatabase | org.apache.activemq.store.kahadb.MessageDatabase | main
2024-08-20 10:27:54,079 | INFO  | KahaDB is version 7 | org.apache.activemq.store.kahadb.MessageDatabase | main
2024-08-20 10:27:54,904 | INFO  | Starting Temp Data Store | org.apache.activemq.broker.BrokerService | main
2024-08-20 10:27:54,906 | INFO  | PListStore:[/media/sf_Own_UCI/apache-activemq-5.18.5-bin/apache-activemq-5.18.5/data/localhost/tmp_storage] started | org.apache.activemq.store.kahadb.plist.PListStoreImpl | main
